Accession,Gene ID,Description,Taxonomy,Protein FDR Confidence: Combined,Missing values,Log10(S/N),# Unique Peptides,Resting_1,Resting_2,Activated_1,Activated_2,24h_Mock,24h_Pos,24h_Neg,48h_Mock,48h_Pos,48h_Neg
Q53S33,BOLA3,BolA-like protein 3 ,Homo sapiens ,High,0,3.99724654877447,5,796.7,676,1172.6,1134,910.4,1239.5,855.6,914.5,1233.8,1003.7
Q14137,BOP1,Ribosome biogenesis protein BOP1 ,Homo sapiens ,High,0,4.68906633253565,29,2441.2,2180.1,6513.7,6860.1,5632,6560.4,5203.3,4691.5,4613.5,4176.9
Q6PGQ7,BORA,Protein aurora borealis ,Homo sapiens ,High,0,3.24079877111733,6,67.1,68.3,214.6,214.9,190.1,251.1,158.2,187.5,234.5,154.7
Q969J3,BORCS5,BLOC-1-related complex subunit 5 ,Homo sapiens ,High,0,3.9510896962159,9,1158.7,1132.7,860.9,827.2,786.8,838.9,772.4,953.9,780.6,822.8
Q96GS4,BORCS6,BLOC-1-related complex subunit 6 ,Homo sapiens ,High,0,4.02449798211291,12,1692,1672.5,963.7,983.6,878.3,961.7,856.6,911.4,876.4,784.1
Q96B45,BORCS7,BLOC-1-related complex subunit 7 ,Homo sapiens ,High,0,3.74793978779858,6,679.1,641.4,523.7,534.4,597.3,558.4,451.6,508.3,628.1,474.5
Q96FH0,BORCS8,BLOC-1-related complex subunit 8 ,Homo sapiens ,High,0,2.85046243276152,4,111.5,114.8,60.8,52.6,49.4,54.5,67.2,70.7,64.6,62.6
P07738,BPGM,Bisphosphoglycerate mutase ,Homo sapiens ,High,0,3.86044581802494,7,1037.9,922.1,550.6,566.1,680.4,553.5,660.7,732.3,818.7,729.5
Q86WA6,BPHL,Valacyclovir hydrolase ,Homo sapiens ,High,0,3.91979957273922,4,1055.9,1013.3,701.3,683.4,620.9,799.6,741.6,768,944.6,985.2
O95861,BPNT1,"3'(2'),5'-bisphosphate nucleotidase 1 ",Homo sapiens ,High,0,4.46109916446265,16,4017.1,3794.2,2505.1,2270.1,2738.1,2271.2,2699.6,2823.3,2874.8,2919.9
Q12830,BPTF,Nucleosome-remodeling factor subunit BPTF ,Homo sapiens ,High,0,4.91400447641258,76,6508.9,6515.1,7808,7733.8,7927.4,10037.7,8903.4,8109.6,9764.8,8727.3
E9PE19,BPTF,Nucleosome-remodeling factor subunit BPTF (Fragment) ,Homo sapiens ,Medium,0,3.27093491287486,4,151.4,165.2,190.7,174.9,186.1,224,223,179.2,200.6,171
P15056,BRAF,Serine/threonine-protein kinase B-raf ,Homo sapiens ,High,0,3.57803146018796,9,370.3,395.3,371,384.3,367.7,361,367.4,395.6,412.8,359.3
H7C560,BRAF,Serine/threonine-protein kinase B-raf (Fragment) ,Homo sapiens ,Medium,0,3.58533662764113,2,451,431.2,380.5,365,371.6,280.1,437.8,415.4,332.5,383.8
Q7Z569,BRAP,BRCA1-associated protein ,Homo sapiens ,High,0,4.05716382695466,18,1173.7,1068,1121.4,1011,1280.4,940.2,1248.2,1335.2,1072.4,1156.3
Q6PJG6,BRAT1,BRCA1-associated ATM activator 1 ,Homo sapiens ,High,0,4.24029958200271,25,1136.4,924.7,2423.9,2228.9,2398.7,1829.8,1861.4,1710.8,1308.6,1566.8
P38398,BRCA1,Breast cancer type 1 susceptibility protein ,Homo sapiens ,High,0,4.67214220915002,50,1396.9,1032.6,5240.8,5009.2,4883,5854.2,5311.1,5010.9,7379.4,5886.7
P51587,BRCA2,Breast cancer type 2 susceptibility protein ,Homo sapiens ,High,0,4.65714193794448,65,1623.9,1585.9,5142.9,5397.8,5079.5,4889.7,5846.2,5296.5,4951.6,5595
P46736,BRCC3,Lys-63-specific deubiquitinase BRCC36 ,Homo sapiens ,High,0,4.14755884792464,13,2035.2,2048.6,1220.3,1135.3,1183.9,1151.3,1295.4,1375.1,1321,1280.1
O95696,BRD1,Bromodomain-containing protein 1 ,Homo sapiens ,High,0,4.41573269907556,21,3382.2,3358.9,2477.9,2501.3,2487.5,2602.6,2391.6,2102.7,2174.6,2566.2
P25440,BRD2,Bromodomain-containing protein 2 ,Homo sapiens ,High,0,4.60304255599458,26,3173.7,2779,5472.9,5330.1,4406.1,4688.5,3982.4,3333.9,2933.4,3990.6
Q15059,BRD3,Bromodomain-containing protein 3 ,Homo sapiens ,High,0,4.28888834426543,16,2493.1,2396.2,1767.5,1751.6,1694.3,2015.7,1642.9,1791.6,1993.9,1901.8
O60885,BRD4,Bromodomain-containing protein 4 ,Homo sapiens ,High,0,4.80259176224479,32,7009,6620.9,6103.3,5923.1,5697.2,6718.8,5923.9,5895.7,7059.4,6522.1
Q9NPI1,BRD7,Bromodomain-containing protein 7 ,Homo sapiens ,High,0,4.18578855343625,23,1598.3,1646.1,1406.3,1569.1,1254.6,1925.2,1333.6,1384.3,1818.7,1402.5
Q9H0E9,BRD8,Bromodomain-containing protein 8 ,Homo sapiens ,High,0,4.36053282772036,23,2065,2157,2176.1,2094,2285.3,2653.2,2419.2,2515.6,2539,2032.4
Q9H8M2,BRD9,Bromodomain-containing protein 9 ,Homo sapiens ,High,0,4.0818367835209,12,1361,1285.8,1640.2,1513.8,1076.1,1190,857.8,726.6,912.9,1509.4
Q9NXR7,BRE,BRCA1-A complex subunit BRE ,Homo sapiens ,High,0,4.04797151652169,12,1621.4,1549.3,1003,1004.1,985.6,991.4,1035.2,1036.5,930.8,1010.6
Q92994,BRF1,Transcription factor IIIB 90 kDa subunit ,Homo sapiens ,High,0,3.37825250607503,7,257.6,253.8,201,189.1,216.7,237,236.4,253.3,284.2,260.1
Q9HAW0,BRF2,Transcription factor IIIB 50 kDa subunit ,Homo sapiens ,High,0,2.80311555489003,3,69.1,58.2,84.8,78.2,64.3,51.7,53.8,45.9,51.8,77.7
Q8WY22,BRI3BP,BRI3-binding protein ,Homo sapiens ,High,0,3.82259300908729,4,424.4,435.6,584,658.5,585.9,887.1,720.7,749.9,886.5,713.9
Q9BX63,BRIP1,Fanconi anemia group J protein ,Homo sapiens ,High,0,3.92339946615872,15,277.1,224.9,1018.6,1110.1,1031,849.1,972.1,1123.6,903.5,873
Q8TDN6,BRIX1,Ribosome biogenesis protein BRX1 homolog ,Homo sapiens ,High,0,4.57571306972742,17,1826,1749.4,4903.8,5147,4230.2,5843.8,3810.6,3002.7,3853.2,3278.8
Q8WUW1,BRK1,Protein BRICK1 ,Homo sapiens ,High,0,3.98573176514907,7,1187.9,1106.3,886,884,944.2,815.5,933.9,1021.7,960.7,936.6
Q9HCU9,BRMS1,Breast cancer metastasis-suppressor 1 ,Homo sapiens ,High,0,3.94652103923637,8,1071.9,1019.2,899.3,841,799.7,946.8,814.9,750,899.6,799
Q5PSV4,BRMS1L,Breast cancer metastasis-suppressor 1-like protein ,Homo sapiens ,High,0,3.88751040123289,10,1240.1,1294.3,695.2,632.5,517.8,704.3,701,561.7,758.2,613
Q5VW32,BROX,BRO1 domain-containing protein BROX ,Homo sapiens ,High,0,4.14992388401609,9,2600.7,2335.1,1309.1,1119,1196.1,859.9,1293.8,1141,1099.4,1168.8
P55201,BRPF1,Peregrin ,Homo sapiens ,High,0,4.4534758197017,22,3382.6,3732.2,2703.2,3089.1,2284.8,3192.2,2733.9,2255.4,2831.4,2205.5
P55201-2,BRPF1,Isoform 2 of Peregrin ,Homo sapiens ,High,0,3.9981110599773,6,1130.1,1172,986.8,1035.8,852.4,1081.5,1027.9,847.4,970.4,852.3
Q9ULD4,BRPF3,Bromodomain and PHD finger-containing protein 3 ,Homo sapiens ,High,0,3.70908330996196,9,322.7,416,446.3,564,422.3,735.4,529.3,487.6,741.2,453
Q9NSI6,BRWD1,Bromodomain and WD repeat-containing protein 1 ,Homo sapiens ,High,0,3.42160392686983,4,462.9,422.4,273.8,266.5,187.3,259,201.3,147.8,187,232
Q9NW68,BSDC1,BSD domain-containing protein 1 ,Homo sapiens ,High,0,3.90573653172531,10,695.4,690.1,855.4,1009.8,789.1,854.8,733.3,827.1,826.8,767.1
P35613,BSG,Basigin ,Homo sapiens ,High,0,4.29898836316451,9,1099.5,1216.7,1668.2,2008.8,2180.2,2695.9,2068,2880.2,2352.9,1735.8
Q9UPA5,BSN,Protein bassoon ,Homo sapiens ,Medium,0,2.85180851422824,2,40.8,41.3,79.4,75.8,68.5,102.3,71.4,101.9,61.1,68.4
Q5W0U4,BSPRY,B box and SPRY domain-containing protein ,Homo sapiens ,High,0,3.45216991853543,6,106.7,99.1,147.7,168.6,257.2,380.8,237.2,416.3,548.5,470.4
Q10589,BST2,Bone marrow stromal antigen 2 ,Homo sapiens ,High,0,3.92396896487547,5,413,380.9,725.1,706.9,1044.9,785.8,1076.8,1258.8,682,1319.8
O14981,BTAF1,TATA-binding protein-associated factor 172 ,Homo sapiens ,High,0,4.68721762012696,51,2876.7,2783.1,5606.4,5537.1,5700.6,5117.2,5486.9,5222.6,5097.4,5237.1
Q9H0C5,BTBD1,BTB/POZ domain-containing protein 1 ,Homo sapiens ,High,0,3.4451369687133,2,127.9,113.3,354.1,332.6,411.2,314,264.7,284.4,265.6,319.2
Q9BSF8,BTBD10,BTB/POZ domain-containing protein 10 ,Homo sapiens ,High,0,3.32567982684343,4,136.8,126.3,255.8,207.9,261.7,191.3,255.2,224,197,260.8
A6QL63,BTBD11,Ankyrin repeat and BTB/POZ domain-containing protein BTBD11 ,Homo sapiens ,High,0,3.42794029026414,6,354.7,395.7,273.3,222.1,225.1,259.8,201.7,247.6,268,230.8
Q9BX70,BTBD2,BTB/POZ domain-containing protein 2 ,Homo sapiens ,High,0,3.79752374747304,5,749.6,822.7,547,559.8,581.7,609.5,550.4,633.8,642.3,576.9
Q96Q07,BTBD9,BTB/POZ domain-containing protein 9 ,Homo sapiens ,High,0,3.06284511327705,6,84.5,98.9,117.9,124.8,128.7,130,111.5,130.2,123.6,105.6
P43251,BTD,Biotinidase ,Homo sapiens ,High,0,2.32572085801941,1,56.4,53.8,15.1,9.2,12.7,13.4,11.2,14.5,13.3,12.1
P20290,BTF3,Transcription factor BTF3 ,Homo sapiens ,High,0,4.72108893875608,10,3041.4,2712.8,5991.2,6172.9,6737.4,5553.5,5719,5830.7,5580.7,5272.9
Q96K17,BTF3L4,Transcription factor BTF3 homolog 4 ,Homo sapiens ,High,0,3.9313154557076,8,1257.1,1379.5,811.9,904.9,747.5,653.5,650.4,766,704.8,661.6
P62324,BTG1,Protein BTG1 ,Homo sapiens ,High,0,2.36828688490213,2,30.5,38,20.3,22.4,29.3,22.2,18.7,16.3,18.2,17.6
Q14201,BTG3,Protein BTG3 ,Homo sapiens ,High,0,2.96524875096712,2,40.9,34.6,152.4,144.2,94.6,83.4,81.8,95.1,119.1,77
Q7Z6A9,BTLA,B- and T-lymphocyte attenuator ,Homo sapiens ,High,0,3.34088017341365,5,125.8,189.8,175.8,294,199.4,291.6,213.9,282.4,275.9,143.6
Q7KYR7,BTN2A1,Butyrophilin subfamily 2 member A1 ,Homo sapiens ,High,0,3.55597665769943,4,322.9,292.6,312.1,321.5,375.9,367.3,357.3,402.1,399,446.6
O00481,BTN3A1,Butyrophilin subfamily 3 member A1 ,Homo sapiens ,High,0,3.24049932650751,2,237.3,253.1,138.8,131.6,162.7,121.7,168.9,197.2,174.7,153.8
P78410,BTN3A2,Butyrophilin subfamily 3 member A2 ,Homo sapiens ,High,0,3.2897226982138,2,505,461.7,159.3,161.6,105.4,126.4,107.7,99.9,112.2,109.4
O00478,BTN3A3,Butyrophilin subfamily 3 member A3 ,Homo sapiens ,High,0,4.44615489429468,5,7093.1,7355.6,1933,1946,1428.8,1621.2,1624.6,1374.4,1877.9,1680.8
Q9Y297,BTRC,F-box/WD repeat-containing protein 1A ,Homo sapiens ,High,0,2.98931630498995,2,46.4,65.6,126.6,171.7,112.9,124.1,92.9,97.8,72.6,65.1
O43683,BUB1,Mitotic checkpoint serine/threonine-protein kinase BUB1 ,Homo sapiens ,High,0,4.26691577137839,23,643.9,478.7,2246.3,2141.8,2448.2,2273.4,2034.3,1975,2354.3,1893.2
O60566,BUB1B,Mitotic checkpoint serine/threonine-protein kinase BUB1 beta ,Homo sapiens ,High,0,4.46766876940026,39,702.8,451.1,3928.8,3618.9,3484.3,3094.6,3317.3,3631.9,3917.4,3207
O43684,BUB3,Mitotic checkpoint protein BUB3 ,Homo sapiens ,High,0,4.51562219779634,17,3052.8,2909.4,3557.2,3180.1,3468.3,3080.8,3477.5,3644.1,3528.2,2882.6
Q9BRD0,BUD13,BUD13 homolog ,Homo sapiens ,High,0,4.24107806659753,17,1259.5,1263.1,1843.8,2177.3,1705.3,2499.2,1576,1604.9,2030.9,1461.2
P41223,BUD31,Protein BUD31 homolog ,Homo sapiens ,High,0,4.1909532749214,13,1365.3,1389.1,1479.3,1464.1,1613.7,1425.1,1955.6,1705.2,1461.3,1663.5
Q13895,BYSL,Bystin ,Homo sapiens ,High,0,4.67094220722968,24,2366.4,1978.9,6442.6,6091,6031.8,5700.5,5689,4481.1,3411.4,4682.4
Q7L1Q6,BZW1,Basic leucine zipper and W2 domain-containing protein 1 ,Homo sapiens ,High,0,4.91733165193602,23,4063.9,3691.3,8813.1,8230.7,10710.4,8847.9,10748.5,10354.5,8121.6,9085
Q9Y6E2,BZW2,Basic leucine zipper and W2 domain-containing protein 2 ,Homo sapiens ,High,0,4.71430796063342,21,1976,1663,5832.6,5279.8,6377.6,4955.6,6608.7,6901.5,5747,6455.6
Q8N655,C10orf12,Uncharacterized protein C10orf12 ,Homo sapiens ,High,0,3.04500986090582,6,99.5,129.9,104.1,124.5,93.5,159.9,116.8,103.7,100.3,77
Q96D05,C10orf35,Uncharacterized protein C10orf35 ,Homo sapiens ,High,0,2.56241183294973,1,32.6,23,42.5,58.3,29.1,65.2,29.2,29,32.8,23.4
Q9H7M9,C10orf54,V-type immunoglobulin domain-containing suppressor of T-cell activation ,Homo sapiens ,High,0,4.00925112539151,5,926.6,650.6,1616.3,1680.9,917.3,1048,982.6,848,736.7,808.3
Q5T2E6,C10orf76,UPF0668 protein C10orf76 ,Homo sapiens ,High,0,4.17341647090808,14,1505.5,1391.8,1425.3,1369.5,1420.3,1231.3,1552.7,1880.7,1419.5,1711.3
Q9H8K7,C10orf88,Uncharacterized protein C10orf88 ,Homo sapiens ,High,0,3.34855796543646,7,92.3,79.5,289.9,276.8,254.7,246.3,256.6,283.3,199.4,252.5
Q9H0W9,C11orf54,Ester hydrolase C11orf54 ,Homo sapiens ,High,0,4.32418982337363,10,4164.1,3327.3,2042.3,1862.2,1758.5,1430.8,1678.4,1387.1,1422.2,2022.6
Q6ZUT1,C11orf57,Uncharacterized protein C11orf57 ,Homo sapiens ,High,0,3.67210709814554,6,342.9,270.9,602.9,529.8,479.8,497.1,566.9,468.9,465.6,475.3
Q9H3H3,C11orf68,UPF0696 protein C11orf68 ,Homo sapiens ,High,0,3.93759812377111,8,1829.5,1685.8,628.7,618.7,599.7,544.4,678.3,644.4,660.6,771.5
Q9BUA3,C11orf84,Uncharacterized protein C11orf84 ,Homo sapiens ,High,0,3.61088363950701,9,269,285.3,427.2,429.2,467.4,484,385.7,462.2,482.3,389.8
E9PRG8,C11orf98,Uncharacterized protein C11orf98 ,Homo sapiens ,High,0,3.84175978801462,4,794,776.9,758.2,714.4,766.4,719.2,626.4,571,574.5,645.4
Q9HB07,C12orf10,"UPF0160 protein MYG1, mitochondrial ",Homo sapiens ,High,0,4.15431135237601,14,1063.2,972.8,1664.6,1692.1,1865.5,1397.1,1533.3,1498.9,1147,1431.8
Q8N999,C12orf29,Uncharacterized protein C12orf29 ,Homo sapiens ,High,0,3.95083200517258,8,576.5,616,794.3,946.1,971.7,902.1,991.4,1254.3,937.3,939.9
Q9NQ89,C12orf4,Protein C12orf4 ,Homo sapiens ,High,0,3.4885084130296,7,478.6,436.3,289.2,266.2,253.8,203.9,258.3,299,314.4,280
Q96C57,C12orf43,Uncharacterized protein C12orf43 ,Homo sapiens ,High,0,3.9496826907952,8,440.5,402.8,900.6,924.5,918,1122.6,1005.8,1036,1217.1,938.1
Q8N5I9,C12orf45,Uncharacterized protein C12orf45 ,Homo sapiens ,High,0,3.993991419688,7,307.4,233.6,1383.2,1356.5,1282.5,1167.3,1218.5,1069.3,825.6,1018.7
Q99622,C12orf57,Protein C10 ,Homo sapiens ,High,0,3.92797569451189,5,324,236.8,1044.6,1019.5,1070.4,825.9,993.4,1296.9,856.8,803.5
Q5U649,C12orf60,Uncharacterized protein C12orf60 ,Homo sapiens ,Medium,0,3.25399186281217,2,64.7,68.6,176.3,212.4,170.8,234.4,222.2,214.8,252.6,177.9
Q9H3J6,C12orf65,"Probable peptide chain release factor C12orf65, mitochondrial ",Homo sapiens ,High,0,3.93910972456339,4,1777,1846.6,682.8,785.8,552.5,637.6,543.2,629.6,611.4,625.3
Q96MD2,C12orf66,UPF0536 protein C12orf66 ,Homo sapiens ,High,0,2.88688535898601,3,97.1,127.7,68.8,74.1,63.6,68,58.7,80.9,63.3,68.5
Q69YU5,C12orf73,Uncharacterized protein C12orf73 ,Homo sapiens ,High,0,3.02877452650009,3,48.2,40.9,143.1,104.8,123.6,147,109.1,74.6,121.2,156
Q9UKR5,C14orf1,Probable ergosterol biosynthetic protein 28 ,Homo sapiens ,High,0,3.86655315230186,3,856.2,859.2,563.4,489.3,456.1,706.1,848.1,535.7,1306,734.4
Q9NWQ9,C14orf119,Uncharacterized protein C14orf119 ,Homo sapiens ,High,0,3.5716622561765,4,231.3,244.5,488.6,422.8,498.2,306.2,431.9,493.1,253.5,359.5
Q9BXV9,C14orf142,Uncharacterized protein C14orf142 ,Homo sapiens ,High,0,3.75699343652232,4,674.6,722,578,558.1,553.4,496.2,555.8,589.9,570.8,415.9
Q7Z3D6,C14orf159,"UPF0317 protein C14orf159, mitochondrial ",Homo sapiens ,High,0,4.25395798327851,21,3695.2,4030.8,1271,1503.6,948.3,1318.3,1099.1,1234.9,1568.6,1275.8
Q7Z3D6-2,C14orf159,"Isoform 2 of UPF0317 protein C14orf159, mitochondrial ",Homo sapiens ,Medium,0,4.03022719418344,7,2640.6,2500.4,841.8,832.3,602,682.6,588.2,608.8,686.7,737.4
Q9Y224,C14orf166,UPF0568 protein C14orf166 ,Homo sapiens ,High,0,4.7396490709412,18,5718.9,5770.2,5362.7,5462.6,5086.3,4984.2,5592.5,5897.3,5430.8,5604.2
Q86SX3,C14orf80,Uncharacterized protein C14orf80 ,Homo sapiens ,High,0,3.28364038880037,5,55.7,55.4,255,250.2,274.8,214.8,240.8,217.6,178.2,179
Q9H972,C14orf93,Uncharacterized protein C14orf93 ,Homo sapiens ,High,0,2.13830269816628,2,15.6,6.9,14.2,12.8,15.9,16.2,13.2,11,11.8,19.9
Q6ZRI6,C15orf39,Uncharacterized protein C15orf39 ,Homo sapiens ,High,0,3.73199144901893,8,380.4,352.4,778.3,776.5,706,291.5,601.1,665.6,253.3,589.9
Q8WUR7,C15orf40,UPF0235 protein C15orf40 ,Homo sapiens ,High,0,3.81098482240823,6,1096.8,1007.3,626.9,522.7,554.2,540.7,518.1,553.4,572.9,478.2
Q9Y2V0,C15orf41,Uncharacterized protein C15orf41 ,Homo sapiens ,High,0,2.91142396537629,3,57.1,69,77.7,69.8,85.1,82.6,91.7,105.6,91.4,85.5
Q9BV29,C15orf57,Uncharacterized protein C15orf57 ,Homo sapiens ,High,0,3.10006022393115,2,87.3,86.1,121.7,146.3,106.4,142.9,117,167.1,177.5,106.8
A6NNL5,C15orf61,Uncharacterized protein C15orf61 ,Homo sapiens ,Medium,0,3.0386201619497,2,59.4,61.6,150.8,152.4,114.9,134.4,140.5,99.2,81.1,98.7
Q96S19,C16orf13,UPF0585 protein C16orf13 ,Homo sapiens ,High,0,4.03166694403125,10,1129.2,1238.4,1002.1,1104.9,1047.8,961.2,994.6,1098.9,1116.9,1062.4
Q6UWD8,C16orf54,Transmembrane protein C16orf54 ,Homo sapiens ,High,0,3.17906322239498,5,385.8,366.2,101.2,81.5,127.2,55.8,108.4,115.9,55.1,113.2
Q96GQ5,C16orf58,RUS1 family protein C16orf58 ,Homo sapiens ,High,0,4.17594647009555,9,2067,2095.7,1288.6,1358,1008.2,1516.9,1230.2,1268.3,1739.8,1422.3
Q7L2K0,C16orf59,Uncharacterized protein C16orf59 ,Homo sapiens ,High,0,3.62518893733846,6,168.1,179,428.1,522.9,496.9,451.8,499.4,520.8,469.9,481.9
Q7Z3J2,C16orf62,UPF0505 protein C16orf62 ,Homo sapiens ,High,0,4.45518149820776,28,4067.3,4173.1,2373.7,2302.3,2492,2091.7,2660.3,3262.3,2376.4,2723
Q14CZ0,C16orf72,UPF0472 protein C16orf72 ,Homo sapiens ,Medium,0,2.57391544042155,1,29.3,19.6,74.3,70.2,56.7,20.9,22.2,37.2,18.8,25.7
Q6PH81,C16orf87,UPF0547 protein C16orf87 ,Homo sapiens ,High,0,3.13440025591898,2,76.9,59.1,132.5,111.3,158.4,119.8,190.8,179.9,153.2,180.8
F8W1H0,C17orf49,Chromatin complexes subunit BAP18 ,Homo sapiens ,High,0,3.38715837827271,2,302.9,175.6,193.8,114.9,166.6,123.1,422.2,278.5,305.4,355.7
Q8N3J3,C17orf53,Uncharacterized protein C17orf53 ,Homo sapiens ,High,0,3.48079715726845,3,83.1,74.9,367,303.7,470.2,238.3,396.1,366.9,240.9,484.4
Q9BQA9,C17orf62,Uncharacterized protein C17orf62 ,Homo sapiens ,High,0,3.66849773778195,5,623,562.5,416,402.3,403.8,456,461.4,421,465,450.2
Q9HAS0,C17orf75,Protein Njmu-R1 ,Homo sapiens ,High,0,4.4476385914005,22,1792.1,1733.4,2881,2774.1,3278.9,2571.2,3565.8,3404.2,2694.4,3335.9
Q9BSJ5,C17orf80,Uncharacterized protein C17orf80 ,Homo sapiens ,High,0,3.91811425031657,10,591.6,567.3,761.3,879.9,781.7,1038.6,857.6,951.5,985.1,867
Q32NC0,C18orf21,UPF0711 protein C18orf21 ,Homo sapiens ,High,0,3.68496199532581,9,440.9,436.2,610.4,638.8,614.9,401.8,468,491.4,312.5,426.4
Q96B23,C18orf25,Uncharacterized protein C18orf25 ,Homo sapiens ,High,0,3.72596877254668,11,449.3,552.3,421.6,530.3,514.3,567.6,506.5,682.2,646.9,449.7
Q8TCD1,C18orf32,UPF0729 protein C18orf32 ,Homo sapiens ,High,0,3.79776596607506,3,663.2,563.6,654,591.6,453.7,635.7,695.7,598.8,753.4,667.5
Q96DM3,C18orf8,Uncharacterized protein C18orf8 ,Homo sapiens ,High,0,4.26081763753577,18,1877.7,1934.9,1758.7,1714.4,1868.5,1597.6,1855.4,2088.3,1691.7,1844.1
Q9NSK7,C19orf12,Protein C19orf12 ,Homo sapiens ,High,0,2.8131137540079,1,98.5,90.4,56.9,51.8,46.2,52.3,57.6,57.6,66.3,72.7
Q9UFG5,C19orf25,UPF0449 protein C19orf25 ,Homo sapiens ,High,0,2.76102525171137,2,53,49.2,51.6,59.3,51.8,67.3,51.8,81.3,67.1,44.4
Q9BQ61,C19orf43,Uncharacterized protein C19orf43 ,Homo sapiens ,High,0,4.16342378136225,9,1384.3,1631.5,1583,1672.1,1402.8,1349.5,1124.6,1760.9,1462.3,1197.8
Q8N9M1,C19orf47,Uncharacterized protein C19orf47 ,Homo sapiens ,High,0,4.0412939706489,11,856.9,753.5,1409.4,1357.4,1214,1158.2,1134.1,964.2,1055.7,1094.1
Q9BSF4,C19orf52,Uncharacterized protein C19orf52 ,Homo sapiens ,High,0,3.71916549408921,6,548.8,515,511.1,511.4,460.7,561,542.5,498.7,617.4,471.4
Q9UNZ5,C19orf53,Leydig cell tumor 10 kDa protein homolog ,Homo sapiens ,High,0,4.44847133548631,13,6185.9,6489.6,2840.3,3357.5,1894.6,1815.5,1386.8,1456.1,1034.5,1624
Q5BKX5,C19orf54,UPF0692 protein C19orf54 ,Homo sapiens ,High,0,3.0690758097664,3,80.4,72.1,83.4,70.7,133.6,91.7,139,136.5,173.9,191.1
Q0VDD7,C19orf57,Uncharacterized protein C19orf57 ,Homo sapiens ,High,0,2.69090455405497,1,21.1,24.4,72.3,64.9,52.6,42,53.2,59,57.3,44
Q86XI8,C19orf68,Uncharacterized protein C19orf68 ,Homo sapiens ,High,0,3.07733156112899,2,71.8,75.2,136.9,122.6,109.8,190.4,97.5,82,171.7,137
Q13901,C1D,Nuclear nucleic acid-binding protein C1D ,Homo sapiens ,High,0,3.65291323003379,2,325.9,226,548.6,469.7,472.1,480.8,587.3,523.9,361.1,501.5
Q9NS00,C1GALT1,Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1 ,Homo sapiens ,High,0,3.88857821003681,9,497.9,449.1,871.7,870.7,727.4,1041.1,820,815.3,782,861.9
Q96EU7,C1GALT1C1,C1GALT1-specific chaperone 1 ,Homo sapiens ,High,0,3.68228049013013,6,266.6,248.3,582.2,541.2,467.5,593.6,529.6,491,531.7,559.8
Q9NX04,C1orf109,Uncharacterized protein C1orf109 ,Homo sapiens ,High,0,3.56653176570321,3,294.8,201.5,442.1,284.9,445.2,304.1,526.2,323.1,366.2,497.7
Q9NSG2,C1orf112,Uncharacterized protein C1orf112 ,Homo sapiens ,High,0,3.71065883730153,10,152.7,102.8,750.4,607.8,773.4,513.7,620.6,530.4,472.5,612.1
Q6ZSJ8,C1orf122,Uncharacterized protein C1orf122 ,Homo sapiens ,High,0,3.42863685926861,2,142.6,130.1,318.7,298.3,354.8,323.1,307.9,343.3,225.7,238.6
Q9NWV4,C1orf123,UPF0587 protein C1orf123 ,Homo sapiens ,High,0,4.26008809129778,10,3554.1,3256.9,1664.8,1507.2,1433.6,1080.3,1657.1,1552.2,1086.2,1408.3
Q8NDD1,C1orf131,Uncharacterized protein C1orf131 ,Homo sapiens ,High,0,4.20746740251531,13,958,705.5,2174.3,1791.2,2097.3,1670.6,2245.1,1477.9,1083.6,1920.3
Q8NEQ5,C1orf162,Transmembrane protein C1orf162 ,Homo sapiens ,High,0,2.98560608305244,2,232.9,245.9,53.8,54.2,48,62.4,54.1,39.4,125.2,51.5
Q5SNV9,C1orf167,Uncharacterized protein C1orf167 ,Homo sapiens ,Medium,0,3.39668743599247,1,194.9,433.7,188.6,288.1,203.5,299.5,218.9,231.6,335.8,98.2
Q8IYL3,C1orf174,UPF0688 protein C1orf174 ,Homo sapiens ,High,0,3.98669113605923,8,1151.9,1082.2,1217.4,1181.7,849.1,993.5,885,697,830.8,809.6
Q9H425,C1orf198,Uncharacterized protein C1orf198 ,Homo sapiens ,High,0,3.28726412579898,4,177.7,159.1,204.3,216,223.2,188.3,186.9,203,189.5,189.6
Q9BWL3,C1orf43,Uncharacterized protein C1orf43 ,Homo sapiens ,High,0,3.62289757629477,6,214.6,212.9,527.8,569.3,461,560,445.2,381.8,400.2,423.8
Q9BV19,C1orf50,Uncharacterized protein C1orf50 ,Homo sapiens ,High,0,3.5811301057189,7,341.5,399.3,296.7,316.5,355.7,361.4,392.6,473.4,474.8,399.9
Q8N6N3,C1orf52,UPF0690 protein C1orf52 ,Homo sapiens ,High,0,4.04107671971547,10,989.1,846.2,1459.7,1262.6,1336.8,906.5,1314.8,1076.7,844.8,954.8
Q07021,C1QBP,"Complement component 1 Q subcomponent-binding protein, mitochondrial ",Homo sapiens ,High,0,4.34131777369551,12,1474.7,1490.1,2265.1,2641.5,2201.1,2545.4,2310.4,2341.9,2420.9,2253
Q8IYI0,C20orf196,Uncharacterized protein C20orf196 ,Homo sapiens ,High,0,2.88575688106927,1,54.1,55.6,78.6,88.1,95.9,62.8,79.9,109.2,68.5,76
Q9BUV8,C20orf24,Uncharacterized protein C20orf24 ,Homo sapiens ,High,0,3.65234305506271,4,305.3,360.1,468.3,475.1,493.9,505.4,489.5,425.9,470,497.5
